Company_Name,DUNS_Num,CIK_Num,Year_x,Funding_Type,Funding_Amt,Funding_Source,HC_Status,HC_Maturity,HC_Section,HC_Phase
Hale Inc,827811626,1648827,2020,Series D,273430,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Thomas-Kelly,827811626,1648827,1996,Series C,128685,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Miller-Keith,827811626,1648827,1980,Government Award,654594,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Swanson, White and Ramirez",827811626,1648827,2015,Series B,25679,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Garcia, Weaver and Meyer",827811626,1648827,2000,Seed,422219,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Leblanc, Robinson and Le",827811626,1648827,1991,Series B,83819,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rogers-Clark,827811626,1648827,1970,Seed,615651,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Shaw, Hill and Johnson",827811626,1648827,1992,Series A,750054,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Lucas-Bell,827811626,1648827,1988,Series C,528875,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hale, Cunningham and Montes",827811626,1648827,1997,Government Award,793738,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Foster Ltd,827811626,1648827,1974,Series A,471064,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Howard-Miller,827811626,1648827,1988,Seed,245745,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Rice-Sullivan,827811626,1648827,1979,Series C,101095,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Johns-Velez,827811626,1648827,1988,Series D,302884,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Rosales Group,827811626,1648827,1992,Series B,478402,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mcpherson and Sons,827811626,1648827,1982,Series C,864236,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Macias PLC,827811626,1648827,2019,Series B,566191,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Smith, Stewart and Johnson",827811626,1648827,2012,Seed,116560,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Spears Group,827811626,1648827,2009,Series B,434714,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Johnson, Hall and Davis",827811626,1648827,2019,Series A,416647,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Allen PLC,827811626,1648827,2009,Series B,218410,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Adams-Holland,827811626,1648827,1979,Government Award,593308,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Bell, Stevenson and Brewer",827811626,1648827,1986,Series D,243956,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Nelson PLC,827811626,1648827,1981,Series C,799855,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Duffy-Hernandez,827811626,1648827,1983,Series E,983312,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Smith-Wright,827811626,1648827,1970,Series B,561109,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Powers-James,827811626,1648827,1987,Series B,583801,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Johnson, Gonzales and Lopez",827811626,1648827,2009,Series C,927988,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Smith-Green,827811626,1648827,2007,Seed,350605,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Powell and Sons,827811626,1648827,2007,Series F,141587,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stokes Inc,827811626,1648827,2021,Series F,543445,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stevens-Thompson,827811626,1648827,1979,Seed,142022,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Shaw, Gross and Simpson",827811626,1648827,1978,Series E,690978,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Burke Ltd,827811626,1648827,1992,Series C,360751,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Martin LLC,827811626,1648827,1979,Series D,643693,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Mata-Watson,827811626,1648827,2010,Seed,479891,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Crosby Group,827811626,1648827,2020,Seed,33800,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Harris, Collins and Cowan",827811626,1648827,2019,Series A,216545,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Clarke Inc,827811626,1648827,1991,Seed,135834,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Bradley-Pittman,827811626,1648827,1972,Series A,175309,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Guzman and Sons,827811626,1648827,1984,Seed,928320,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Roberts Inc,827811626,1648827,1972,Series C,219323,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Reese-Pace,827811626,1648827,2011,Seed,255332,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Harris-Davis,827811626,1648827,2015,Series C,140066,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Lowe, Adkins and Ayala",827811626,1648827,2011,Seed,124087,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wheeler and Sons,827811626,1648827,2009,Seed,909077,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Newton, Acosta and Arellano",827811626,1648827,2007,Series A,934266,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
White-Bautista,827811626,1648827,2008,Series C,201665,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gonzales Inc,827811626,1648827,1987,Series F,565410,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Moore-Mcdonald,827811626,1648827,1998,Series F,386178,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hernandez-Lang,827811626,1648827,2012,Seed,952094,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Ross PLC,827811626,1648827,2014,Series D,521585,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Huffman-Smith,827811626,1648827,1994,Series A,761360,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Morton, Williams and Henderson",827811626,1648827,1973,Series A,794470,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
West-Newman,827811626,1648827,1975,Series D,51718,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Williams-Eaton,827811626,1648827,1981,Series E,86583,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Stephens-Moore,827811626,1648827,1986,Series E,42595,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Owens, Gonzalez and Green",827811626,1648827,1975,Series B,990756,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Fleming, Wolfe and Leonard",827811626,1648827,1999,Series D,261986,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Tran-Huffman,827811626,1648827,1983,Series C,392450,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wilson, Robbins and Miller",827811626,1648827,2020,Series E,219309,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Olson, Decker and Silva",827811626,1648827,2006,Series C,838298,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Davidson, Wilson and Morse",827811626,1648827,2011,Series B,850178,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hunt and Sons,827811626,1648827,1985,Series F,462783,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Allen, Harrison and Peters",827811626,1648827,2020,Series B,215785,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Miller LLC,827811626,1648827,1986,Series E,289394,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
